id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,zscore
22167066,Spacious & Private Harlem/Washington Heights Room,126397762,Xavier,Manhattan,Harlem,40.82967,-73.93957,Private room,1.8976270912904414,1,63,2018-11-27,3.28,3,51,-1.1199886146313627
22169350,The Lovely Suite,83926842,Silvia,Manhattan,Midtown,40.74649,-73.98684,Entire home/apt,2.113943352306837,4,33,2019-06-16,1.76,1,354,0.6507627144606934
22169843,Perfect  studio for your NYC trip,161943355,Nata,Manhattan,East Village,40.72388,-73.98411,Entire home/apt,1.954242509439325,5,21,2019-06-14,1.1,1,83,-0.7380618573762132
22173085,Spacious & Simple 1BR Apartment for the Holidays!,161971187,Jim,Manhattan,Inwood,40.86089,-73.92832,Entire home/apt,2.0,4,0,,,1,0,-0.3908557144169866
22174923,Sunny Apartment in Trendy Bushwick,23257217,Laura,Brooklyn,Bushwick,40.70579,-73.9185,Entire home/apt,1.9493900066449128,2,3,2019-05-28,0.77,1,25,-0.772782471672136
22175249,Cozy Room is available in Nice apartment,161919000,Rana,Brooklyn,Sheepshead Bay,40.58568,-73.93536,Private room,1.9294189257142926,3,0,,,1,0,-0.9116649288558266
22175513,Spacious Bed & Private Bath in Renovated Townhouse,3529175,Caroline & Adriaan,Brooklyn,Crown Heights,40.67096,-73.95261,Private room,1.9294189257142926,2,34,2019-06-30,2.12,1,127,-0.9116649288558266
22176096,"Entire 1BR APT,HEART of ASTORIA10mins to Manhattan",2413383,Nelson,Queens,Astoria,40.76432,-73.91885,Entire home/apt,2.041392685158225,2,7,2018-12-20,0.37,1,0,-0.04364957145775991
22176678,"Amazing 1 BR/BA in HARLEM, NY",110142237,Eric,Manhattan,Harlem,40.80487,-73.95752,Entire home/apt,1.954242509439325,3,32,2019-07-02,1.69,1,1,-0.7380618573762132
22176896,One-Off Easter Holiday Deal in Cozy Gem,1664473,Cj,Brooklyn,Prospect-Lefferts Gardens,40.6589,-73.94975,Entire home/apt,2.0791812460476247,4,0,,,1,0,0.30355657150146675
22177219,Private Big Room with Great Access!!!,162005440,Alba,Queens,East Elmhurst,40.76311,-73.89098,Private room,2.0,2,23,2019-06-08,1.23,1,95,-0.3908557144169866
22178073,Tranquility Stay-cation with private pool,21963202,Journey,Queens,Jamaica Estates,40.7177,-73.78689,Entire home/apt,2.130333768495006,1,115,2019-07-03,6.8,2,138,0.8243657859403067
22179082,Inviting Brooklyn Studio,6399777,Jessamine,Brooklyn,Crown Heights,40.66863,-73.95046,Entire home/apt,2.0791812460476247,3,3,2018-05-27,0.16,1,89,0.30355657150146675
22180263,"Charming and Convinient, LOCATION LOCATION!",21946213,Natalia,Manhattan,Harlem,40.82389,-73.93887,Private room,1.845098040014257,1,1,2018-01-01,0.05,1,0,-1.4324741432946666
22184960,Experience Zen Williamsburg Life,12454759,Brennan,Brooklyn,Williamsburg,40.7091,-73.96032,Private room,1.99563519459755,1,47,2019-06-23,2.47,1,155,-0.42557632871290924
22186114,Private Room in Brooklyn,16467711,Tori,Brooklyn,Bushwick,40.69743,-73.92171,Private room,1.8750612633917,1,2,2018-01-01,0.11,1,0,-1.2588710718150533
22186387,Sunny and Cozy Private Chef’s Room in East Village,82402385,Sechul,Manhattan,East Village,40.72695,-73.97974,Private room,2.1760912590556813,1,133,2019-06-30,7.19,1,14,1.3451750003791467
22187253,Uptown Manhattan bright and lovely room,4476002,Metodija,Manhattan,Inwood,40.86931,-73.91682,Shared room,1.954242509439325,6,0,,,1,0,-0.7380618573762132
22187284,Beautiful Modern Rustic Williamsburg Loft,802971,Sylvia,Brooklyn,Williamsburg,40.71463,-73.9583,Entire home/apt,2.0791812460476247,6,3,2019-01-04,0.25,1,1,0.30355657150146675
22188812,Quiet 2 Bdrm in Williamsburg,67336825,Cody,Brooklyn,Williamsburg,40.70879,-73.94977,Entire home/apt,2.0211892990699383,3,2,2017-12-19,0.11,1,0,-0.21725264293737326
22189240,Captain Steuben’s Brooklyn Studio in Clinton Hill,150355601,Michael,Brooklyn,Clinton Hill,40.69368,-73.96244,Entire home/apt,2.041392685158225,2,2,2017-12-26,0.11,1,0,-0.04364957145775991
22189602,Master bedroom with King Size bed! Great location!,3044091,Mike,Manhattan,Upper East Side,40.76814,-73.95604,Private room,1.99563519459755,5,0,,,1,0,-0.42557632871290924
22189962,"Modern, Cozy and affordable NY Home",50682735,Miguel,Queens,Kew Gardens,40.71162,-73.82799,Entire home/apt,1.9030899869919435,2,1,2017-12-24,0.05,1,340,-1.08526800033544
22190967,Spacious furnished room in midtown,51521183,Abhishek,Manhattan,Murray Hill,40.74763,-73.97316,Private room,1.9294189257142926,9,5,2019-05-27,0.27,1,86,-0.9116649288558266
22191121,Cute 2-BR in Greenpoint/Williamsburg,6963310,Kenneth,Brooklyn,Greenpoint,40.72074,-73.94613,Entire home/apt,2.1760912590556813,3,1,2017-12-27,0.05,1,0,1.3451750003791467
22191313,Harlem apartment with a view,10533750,Danyelle,Manhattan,Harlem,40.81914,-73.95516,Private room,1.8750612633917,1,1,2017-12-22,0.05,1,0,-1.2588710718150533
22192285,Chez Cozy,162152103,Sarah,Manhattan,Upper East Side,40.77141,-73.94985,Entire home/apt,2.1760912590556813,7,4,2019-04-26,0.35,1,0,1.3451750003791467
22192616,"The SerenitySuite. Clean, Cozy and Private.",160326327,Jammie,Brooklyn,Cypress Hills,40.68529,-73.87424,Entire home/apt,1.99563519459755,2,37,2019-06-23,2.05,3,14,-0.42557632871290924
22193183,Bright bedroom with balcony in Williamsburg,23793668,Annalise,Brooklyn,Williamsburg,40.71312,-73.9517,Private room,1.9030899869919435,2,4,2019-04-09,0.28,1,0,-1.08526800033544
22194287,Bright 2 Bedroom Apt in quiet Woodside,5726293,Suah,Queens,Woodside,40.74402,-73.90946,Entire home/apt,2.1760912590556813,2,3,2018-07-10,0.16,2,0,1.3451750003791467
22194993,"Bright, Clean & Comfortable Studio in Brooklyn",27234334,Emee,Brooklyn,Fort Greene,40.68906,-73.97872,Entire home/apt,2.0969100130080562,4,7,2018-11-19,0.37,1,16,0.4771596429810801
22203227,Entire 3 bedroom apartment in Brooklyn (36),132706680,Christine,Brooklyn,East New York,40.67539,-73.90207,Entire home/apt,2.0791812460476247,2,55,2019-06-26,2.89,1,86,0.30355657150146675
22203719,Perfectly Located West Village Artist's Studio,156983314,Spencer,Manhattan,West Village,40.73607,-74.00373,Entire home/apt,2.1760912590556813,3,12,2019-07-01,0.65,1,0,1.3451750003791467
22203734,Charming 1 bedroom APT in the heart of Astoria,90285941,Abhi,Queens,Astoria,40.76337,-73.92801,Entire home/apt,1.845098040014257,4,1,2018-01-05,0.05,1,0,-1.4324741432946666
22203739,LeonardLoft,15969987,Daniela,Manhattan,Tribeca,40.71724,-74.00446,Entire home/apt,2.130333768495006,7,0,,,1,0,0.8243657859403067
22204167,Your perfect NYC guesthouse getaway prvt entrance,94981926,Steve & Irina,Queens,Rego Park,40.72997,-73.86523,Entire home/apt,2.130333768495006,1,27,2019-06-27,1.46,1,365,0.8243657859403067
22204187,"Cozy, clean studio in Nolita",18011536,Buster,Manhattan,Chinatown,40.71799,-73.9964,Entire home/apt,2.0969100130080562,2,0,,,1,0,0.4771596429810801
22205179,Spacious and sunny apartment by the Cloisters,921299,Mia,Manhattan,Washington Heights,40.8584,-73.93009,Entire home/apt,2.041392685158225,2,3,2019-05-28,1.55,1,12,-0.04364957145775991
22205277,Modern Luxury Condo (Midtown West),162261784,Mariam,Manhattan,Hell's Kitchen,40.7687,-73.99184,Shared room,1.845098040014257,4,1,2018-01-01,0.05,1,0,-1.4324741432946666
22205280,PRIVATE GARDEN APARTMENT IN HISTORIC BROWNSTONE,14142169,Casey,Brooklyn,Bedford-Stuyvesant,40.69165,-73.93483,Entire home/apt,2.146128035678238,7,31,2019-06-28,1.67,1,67,0.9979688574199201
22205284,New place near D line easy to get to Manhattan,5853457,Stanley,Brooklyn,Borough Park,40.64212,-73.9973,Entire home/apt,2.173186268412274,2,27,2019-06-16,1.47,4,308,1.310454386083224
22205619,Luxury Riverview Williamsburg Apartment,2178877,Hazel,Brooklyn,Williamsburg,40.71881,-73.96397,Private room,2.0,5,3,2018-08-22,0.16,1,0,-0.3908557144169866
22205622,Spacious Bedroom in apartment in Hamilton Heights,162263721,Magda,Manhattan,Harlem,40.82892,-73.95082,Private room,1.845098040014257,3,0,,,1,0,-1.4324741432946666
22206970,Beautiful studio in the East Village,118407577,Vanessa,Manhattan,East Village,40.72588,-73.98243,Entire home/apt,1.954242509439325,4,4,2019-05-06,0.22,1,5,-0.7380618573762132
22207978,Sun-Drenched Luxury Loft with Private Roof Deck,803468,David,Brooklyn,Williamsburg,40.70929,-73.9477,Entire home/apt,2.037426497940624,3,6,2018-08-19,0.31,1,0,-0.07837018575368258
22208060,"Large, sunny room in the heart of Williamsburg!",3791823,Nicole,Brooklyn,Williamsburg,40.70902,-73.96059,Private room,1.845098040014257,4,1,2018-12-31,0.16,1,0,-1.4324741432946666
22208315,Patio Perfection,55324782,Kaitlin,Manhattan,Upper West Side,40.78309,-73.97831,Private room,1.8750612633917,1,1,2018-01-01,0.05,1,0,-1.2588710718150533
22208373,Stunning Executive Apt Grand Central,61391963,Corporate Housing,Manhattan,Murray Hill,40.74751,-73.97593,Entire home/apt,2.0969100130080562,30,0,,,91,153,0.4771596429810801
22209583,Spacious sanctuary + private bath in hip Bedstuy,162291393,Olya,Brooklyn,Bedford-Stuyvesant,40.6834,-73.94209,Private room,1.9912260756924949,1,26,2018-11-25,1.4,1,73,-0.46029694300883195
22209681,Great UES Private Apartment,162293435,Richie,Manhattan,Upper East Side,40.77585,-73.95337,Entire home/apt,2.041392685158225,2,2,2018-04-30,0.11,1,0,-0.04364957145775991
22210721,East Village Getaway,29035593,Rachel,Manhattan,East Village,40.72339,-73.98911,Entire home/apt,2.060697840353612,3,0,,,1,0,0.12995350002185344
22212969,Large 3 Bedroom Luxury Apartment in Williamsburg,20855321,Dain,Brooklyn,Williamsburg,40.70643,-73.93976,Entire home/apt,2.161368002234975,3,0,,,1,0,1.1715719288995334
22213107,Spacious 1br in the heart of Bed-Stuy,3182367,Liz,Brooklyn,Bedford-Stuyvesant,40.68406,-73.93338,Entire home/apt,1.9493900066449128,3,0,,,1,0,-0.772782471672136
22213389,Cinema Studio on Duplex Apt.,4667705,O. Xavier,Brooklyn,Bushwick,40.69787,-73.92703,Private room,1.9294189257142926,1,59,2019-07-05,3.18,1,333,-0.9116649288558266
22213572,2 bedroom available in the heart of Williamsburg,13795760,Eliza Love,Brooklyn,Williamsburg,40.7142,-73.96099,Private room,1.9294189257142926,1,0,,,2,0,-0.9116649288558266
22213600,Sunny and Cozy Brooklyn Apartment,4031946,Farideh,Brooklyn,Bushwick,40.69697,-73.93207,Entire home/apt,2.0,2,4,2019-06-30,0.64,1,9,-0.3908557144169866
22214268,Cozy 1BR+SofaBed in Quiet Part of Popular LES,93039729,Sunny,Manhattan,Lower East Side,40.71833,-73.98562,Private room,1.9777236052888478,1,0,,,2,0,-0.5644587858965999
22214383,UNIQUE 1 BED ROOM in FLATIRON/NOMAD/GRAMERCY,130528939,Colette,Manhattan,Midtown,40.74238,-73.98439,Entire home/apt,1.9590413923210936,2,1,2018-01-02,0.05,1,0,-0.7033412430802906
22214408,"Balcony Duplex and Loft, Steps from the Subway",292137,Brandon,Brooklyn,Bushwick,40.69754,-73.9348,Private room,1.8692317197309762,21,2,2018-09-30,0.12,1,0,-1.293591686110976
22214594,A birdcage on the Upper West Side,81503286,Aissa,Manhattan,Upper West Side,40.79641,-73.97088,Entire home/apt,1.8750612633917,3,5,2018-02-18,0.28,1,0,-1.2588710718150533
22216259,"纽约曼哈顿 唐人街公寓   方便,性价比高",159187644,Wen,Brooklyn,Bergen Beach,40.61807,-73.90162,Private room,2.0,5,0,,,1,89,-0.3908557144169866
22224790,Large Bright FULL 1BD in the Heart of BUSHWICK !,1695734,Amira,Brooklyn,Bushwick,40.70108,-73.91409,Entire home/apt,1.9777236052888478,3,4,2018-10-09,0.21,1,0,-0.5644587858965999
22224945,IL TUO APPARTAMENTO PERSONALE IN NEW YORK CITY!!,62068432,Rita,Manhattan,Harlem,40.81462,-73.95047,Entire home/apt,1.9030899869919435,6,2,2019-03-31,0.1,1,31,-1.08526800033544
22226150,Hell's Kitchen Apartment,4670203,Chris,Manhattan,Hell's Kitchen,40.76285,-73.98728,Private room,2.0211892990699383,1,2,2017-12-28,0.11,1,89,-0.21725264293737326
22226558,Homely Queens Home,162411010,Victor,Queens,Ozone Park,40.68562,-73.83498,Entire home/apt,2.0969100130080562,7,3,2019-06-15,0.33,1,69,0.4771596429810801
22227610,A suite like room with a private bathroom.,132934081,Sam,Brooklyn,Borough Park,40.64495,-73.99615,Private room,1.845098040014257,7,2,2019-01-06,0.11,1,0,-1.4324741432946666
22229755,Entire private lower unit of owner occupied duplex,1036697,Patricia,Brooklyn,Bushwick,40.69436,-73.92261,Entire home/apt,1.9493900066449128,3,21,2019-06-03,1.14,1,30,-0.772782471672136
22230375,318 58 st brooklyn ny 11220,160867897,Mercedes,Brooklyn,Sunset Park,40.64351,-74.01848,Private room,2.0,2,1,2018-03-17,0.06,1,365,-0.3908557144169866
22230702,(☆☆☆☆☆) New ultra-modern 1 bedroom apartment,129165729,Cindy,Queens,Astoria,40.76234,-73.91991,Entire home/apt,2.1760912590556813,1,75,2019-06-30,4.38,1,317,1.3451750003791467
22231811,Stylish & Spacious 1BD in Central Harlem!,17430718,Natasha,Manhattan,Harlem,40.81537,-73.94067,Entire home/apt,2.130333768495006,3,21,2019-06-10,1.13,2,75,0.8243657859403067
22232269,Cozy one bedroom apartment perfect for couples,145993199,Bradley,Brooklyn,Flatbush,40.63436,-73.96126,Entire home/apt,1.954242509439325,2,13,2019-04-07,0.7,1,5,-0.7380618573762132
22232425,1 Bedroom with a lot of Sunshine,162459728,Chikako,Manhattan,Harlem,40.80639,-73.94834,Entire home/apt,1.9138138523837167,2,0,,,1,0,-1.0158267717435947
22232463,Cosy Apartment in the Heart of Manhattan,7286095,Lior,Manhattan,Chelsea,40.7443,-73.99732,Entire home/apt,2.130333768495006,1,0,,,1,0,0.8243657859403067
22232470,Cozy 1BR + Sofa in Quiet Part of Popular LES,17787106,Darwin,Manhattan,Lower East Side,40.71757,-73.98394,Private room,1.8750612633917,1,2,2018-01-02,0.11,1,0,-1.2588710718150533
22241573,Private Room B In Prime Location,162427870,Anna,Manhattan,Chelsea,40.74729,-73.98957,Private room,2.060697840353612,1,162,2019-06-23,8.68,3,312,0.12995350002185344
22241666,Stylish Williamsburg waterfront apartment,31629237,Melissa,Brooklyn,Williamsburg,40.71783,-73.96141,Entire home/apt,2.1760912590556813,3,0,,,1,0,1.3451750003791467
22241696,Private Room C In Prime Location,162427870,Anna,Manhattan,Midtown,40.74535,-73.99023,Private room,2.0211892990699383,1,140,2019-06-23,7.39,3,321,-0.21725264293737326
22243957,Huge cozy artist haven in heart of Hamilton Hts.,5026324,Sean,Manhattan,Harlem,40.83029,-73.94962,Private room,1.8976270912904414,2,1,2018-01-02,0.05,1,0,-1.1199886146313627
22244184,"Luxury Private Bed, Bath & Desk in Williamsburg",45858744,Augustine,Brooklyn,Williamsburg,40.70755,-73.95314,Private room,2.0,2,3,2018-10-14,0.3,1,0,-0.3908557144169866
22244254,Full floor of a beautiful Bedstuy duplex,7306239,Gabriel,Brooklyn,Bedford-Stuyvesant,40.68885,-73.94349,Private room,1.9030899869919435,1,4,2018-05-16,0.21,1,0,-1.08526800033544
22244917,Full room in Astoria max 2 (8 min from Manhattan),3186412,Vanessa,Queens,Astoria,40.75936,-73.91266,Private room,1.9294189257142926,11,0,,,1,0,-0.9116649288558266
22245314,Sunny Park Slope Studio,29001464,Grey,Brooklyn,Park Slope,40.67245,-73.97341,Entire home/apt,1.9637878273455553,60,1,2018-10-17,0.11,1,0,-0.6686206287843679
22245492,Ft Greene Studio,106899231,Heather,Brooklyn,Fort Greene,40.69387,-73.97316,Entire home/apt,2.0,4,53,2019-07-02,3.05,2,88,-0.3908557144169866
22247787,Amazing bedroom in Williamsburg!!,43816141,Ben,Brooklyn,Williamsburg,40.7087,-73.94519,Private room,1.845098040014257,3,3,2018-07-23,0.16,1,0,-1.4324741432946666
22250239,Very big room with private bathroom/Brooklyn,158191277,Camila,Brooklyn,Crown Heights,40.6763,-73.94107,Private room,1.8750612633917,6,3,2018-08-31,0.16,3,0,-1.2588710718150533
22250309,Brownstone Apartment near Manhattan,62048197,Adetoro,Brooklyn,Bedford-Stuyvesant,40.68373,-73.93056,Entire home/apt,1.9294189257142926,2,2,2018-05-05,0.14,1,0,-0.9116649288558266
22250584,Brooklyn Chateau,53693534,Guy,Brooklyn,Crown Heights,40.6756,-73.91465,Entire home/apt,2.0,5,0,,,1,0,-0.3908557144169866
22251120,Huge one bed room apartment in Manhattan.,70068899,Cristian,Manhattan,East Harlem,40.80039,-73.9361,Entire home/apt,2.2174839442139063,3,1,2018-01-01,0.05,1,0,1.8659842148179868
22252595,Perfect Stay to see all of Manhattan Sites,26984764,Lawrence,Queens,Long Island City,40.74397,-73.95667,Private room,1.954242509439325,2,1,2018-01-02,0.05,1,0,-0.7380618573762132
22252628,"Cozy, convenient Manhattan Apartment in the LES",26022466,Calvin,Manhattan,Lower East Side,40.71495,-73.98589,Private room,1.845098040014257,1,8,2018-01-09,0.42,1,0,-1.4324741432946666
22255089,HUGE 1 bedroom in Gramercy,124006965,Shawn,Manhattan,Kips Bay,40.73836,-73.98035,Entire home/apt,2.2227164711475833,3,3,2018-04-01,0.16,1,0,1.9354254434098321
22258326,Gorgeous spacious renovated 1Bed in Hellskitchen!,42304005,Dina,Manhattan,Theater District,40.75957,-73.98798,Entire home/apt,2.1789769472931693,2,18,2019-05-13,0.97,1,72,1.3798956146750694
22258450,Gorgeous Queen Luxury Bedroom near J subway,5680111,Timothy,Brooklyn,Bushwick,40.68608,-73.91534,Private room,1.8573324964312685,5,23,2019-05-26,1.21,7,112,-1.3630329147028213
22258880,Midtown apt perfect for a New Years stay!,121713773,Salma,Manhattan,Midtown,40.74788,-73.98376,Private room,2.1760912590556813,2,2,2018-01-02,0.11,1,0,1.3451750003791467
22259132,Elegant 2 Bedroom Cobble Hill apartment,162456824,Marie,Brooklyn,Cobble Hill,40.68675,-73.9995,Entire home/apt,2.161368002234975,1,67,2019-06-20,3.63,2,146,1.1715719288995334
22260983,RENOVATED 2 BEDROOM APT NEAR CENTRAL PARK WEST,9293730,Inna,Manhattan,Upper West Side,40.79638,-73.96332,Entire home/apt,2.0969100130080562,30,1,2018-08-04,0.09,16,284,0.4771596429810801
22261208,Spacious and sunny 2BDR Apt in Queens w/ balcony,405986,Sylvain,Queens,Rego Park,40.73269,-73.8584,Entire home/apt,1.9084850188786497,4,6,2018-09-23,0.32,1,6,-1.0505473860395174
22262408,Cozy East Village Studio,108774275,Megan,Manhattan,East Village,40.72712,-73.98233,Entire home/apt,2.060697840353612,2,14,2019-06-09,1.21,1,3,0.12995350002185344
22262595,FiDi Beautiful & Spacious Private Room & Bathroom,48296060,Luis,Manhattan,Financial District,40.71086,-74.00464,Private room,2.1072099696478683,3,4,2018-10-31,0.36,1,0,0.5813214858688481
22263236,Master Suite in Prospect Heights,65062170,Henry,Brooklyn,Prospect Heights,40.6776,-73.96638,Private room,1.9030899869919435,3,1,2017-12-27,0.05,1,0,-1.08526800033544
22263267,Cozy apartment in Central Park North,161514654,Hafou,Manhattan,East Harlem,40.79598,-73.94838,Entire home/apt,2.130333768495006,2,56,2019-06-12,3.11,1,66,0.8243657859403067
22264586,Williamsburg lofted bedroom,50909072,Timothy,Brooklyn,Williamsburg,40.71291,-73.95959,Private room,2.0,3,3,2018-02-13,0.16,1,0,-0.3908557144169866
22265411,Prime Upper East 2BR~Best Value,162280872,Izi,Manhattan,Upper East Side,40.77383,-73.94903,Entire home/apt,2.1760912590556813,60,5,2018-09-30,0.31,13,155,1.3451750003791467
22265765,2Br~Prime Upper east~Central park~10 Min,162280872,Izi,Manhattan,Upper East Side,40.77466,-73.94748,Entire home/apt,2.1760912590556813,30,5,2019-06-01,0.29,13,140,1.3451750003791467
22266286,Gema's Place,44213272,Miss. G.,Queens,Ditmars Steinway,40.77216,-73.91252,Private room,2.1398790864012365,30,0,,,5,234,0.9285276288280748
22267036,Bright beautiful modern large and secure.,138607228,Edward,Brooklyn,Bushwick,40.69367,-73.90756,Entire home/apt,2.1760912590556813,2,41,2019-04-14,2.78,3,0,1.3451750003791467
22267382,Modern and Cozy Large Studio in Brooklyn,1910170,Katarina,Brooklyn,Fort Greene,40.68855,-73.97883,Entire home/apt,2.161368002234975,5,6,2019-01-01,0.32,1,0,1.1715719288995334
22267590,Spacious 1 bdr in Brooklyn Heights near all trains,4915579,Elisabeth,Brooklyn,Brooklyn Heights,40.69491,-73.99355,Entire home/apt,2.2041199826559246,3,0,,,1,0,1.6923811433383735
22267906,located 15 minutes away from Time Square,24875845,Devito,Manhattan,Harlem,40.82592,-73.93911,Private room,1.9294189257142926,2,15,2019-07-02,0.82,1,75,-0.9116649288558266
22268101,Cute & Quiet 1 Bedroom In Greenwich Village,4243073,Sophia,Manhattan,Greenwich Village,40.72847,-74.00068,Entire home/apt,2.173186268412274,14,8,2019-03-23,0.42,1,38,1.310454386083224
22270195,LIC Private 1 Bdrm 10 mins away Manhattan NYC,162745077,Dorothy,Queens,Long Island City,40.75447,-73.92887,Private room,2.1760912590556813,2,17,2019-06-22,0.92,2,72,1.3451750003791467
22274388,Large Bedroom/Living Room/Bathroom and Backyard,77751221,Mathew,Brooklyn,Crown Heights,40.67423,-73.92913,Private room,1.954242509439325,3,16,2019-06-17,0.87,1,0,-0.7380618573762132
22274854,Heart of East Village / Next to Tompkins Sq Park,162781363,Berk,Manhattan,East Village,40.72486,-73.98241,Entire home/apt,2.146128035678238,30,4,2018-09-15,0.22,1,190,0.9979688574199201
22274932,Bushwick Street Art,6924461,Dorota,Queens,Ridgewood,40.71261,-73.91429,Private room,1.9030899869919435,2,39,2019-06-30,2.08,1,68,-1.08526800033544
22275245,"Spacious room in Historical South Street Seaport,",162784512,Biggi,Manhattan,Financial District,40.70875,-74.00183,Private room,2.110589710299249,30,32,2018-11-08,1.73,1,0,0.6160421001647708
22275821,,49662398,Kathleen,Brooklyn,Bushwick,40.69546,-73.92741,Entire home/apt,2.041392685158225,4,5,2018-08-13,0.27,1,0,-0.04364957145775991
22276159,Affordable private room in a home in NYC,12258594,Rosa,Staten Island,St. George,40.64497,-74.08456,Private room,1.8750612633917,2,10,2019-07-01,0.53,2,207,-1.2588710718150533
22276602,Loft in Brooklyn,128560208,Catiana,Brooklyn,Williamsburg,40.70429,-73.936,Private room,2.1760912590556813,5,3,2018-10-09,0.32,1,179,1.3451750003791467
22277436,"(Entire apt) Bright 1 Br apt in Astoria, Queens NY",138200407,Liza,Queens,Astoria,40.76743,-73.92336,Entire home/apt,1.8512583487190752,98,0,,,1,0,-1.397753528998744
22277909,"Cozy, Upper West Side One Bedroom",132464629,Bethany,Manhattan,Upper West Side,40.78178,-73.97928,Entire home/apt,2.130333768495006,12,1,2018-01-05,0.05,1,0,0.8243657859403067
22278389,Private Room w/ Balcony in Williamsburg (Rooftop),18616281,Lee,Brooklyn,Williamsburg,40.71453,-73.96038,Private room,2.0,1,10,2018-09-23,0.53,1,0,-0.3908557144169866
22278896,Affordable pied-a-Terre near south brooklyn ferry.,31069102,Cj,Brooklyn,Red Hook,40.67989,-74.00818,Entire home/apt,2.041392685158225,5,28,2019-04-09,1.53,1,0,-0.04364957145775991
22280002,Stuyvesant Heights Loft like Apartment.,67373899,Will,Brooklyn,Bedford-Stuyvesant,40.68206,-73.94417,Entire home/apt,2.0,1,25,2019-06-24,1.35,1,108,-0.3908557144169866
22280395,Chinatown Super-host Quarters,4189538,Kevin,Manhattan,Two Bridges,40.71107,-73.99605,Entire home/apt,2.037426497940624,3,27,2019-01-01,1.46,1,0,-0.07837018575368258
22280432,Private room in Fort Greene,2838365,Jonnie,Brooklyn,Fort Greene,40.68528,-73.96947,Private room,1.8512583487190752,1,0,,,1,0,-1.397753528998744
22280482,HUGE private bedroom in Artists' home in Bushwick,43756609,Karina,Brooklyn,Bushwick,40.68847,-73.913,Private room,1.845098040014257,1,3,2018-01-01,0.16,2,0,-1.4324741432946666
22280822,"Nice Room Where Soho, Little Italy, Chinatown Meet",7475578,MaTT,Manhattan,Little Italy,40.71909,-73.99731,Private room,1.845098040014257,5,3,2018-07-15,0.17,2,42,-1.4324741432946666
22281684,Modern Uptown Stay,32153139,Michelle,Manhattan,Harlem,40.81318,-73.94508,Private room,1.9294189257142926,3,0,,,2,0,-0.9116649288558266
22281732,"Private Room (rm4), 5 mins from Columbia",21410914,Eugene,Manhattan,Morningside Heights,40.8112,-73.95967,Private room,2.0,3,42,2019-06-16,2.43,6,0,-0.3908557144169866
22281854,2 Queen Beds in Private bedroom Safe neighborhood,80601038,Shelley,Queens,Forest Hills,40.72761,-73.84109,Private room,1.919078092376074,1,25,2019-06-15,1.35,2,361,-0.9811061574476719
22282585,New Private studio-apartment,107296819,Alexandra,Manhattan,East Harlem,40.79576,-73.93735,Entire home/apt,2.041392685158225,1,69,2019-06-16,3.64,3,9,-0.04364957145775991
22290340,Brooklyn House,58380725,Osei,Brooklyn,Flatbush,40.65099,-73.95596,Entire home/apt,1.9777236052888478,2,90,2019-07-04,4.79,1,73,-0.5644587858965999
22290370,MODERN HIPSTER LOFT,11680404,Corina,Brooklyn,Williamsburg,40.71304,-73.96252,Entire home/apt,2.146128035678238,5,0,,,1,0,0.9979688574199201
22290580,A Holiday getaway in the heart of East Village,162914079,Abhi,Manhattan,East Village,40.72923,-73.98251,Private room,1.99563519459755,1,1,2018-01-02,0.05,1,0,-0.42557632871290924
22290967,(Room 102)法拉盛舒适轻奢套房,75216989,Wenqin,Queens,Flushing,40.76475,-73.83,Private room,1.8976270912904414,2,14,2019-06-12,1.71,4,320,-1.1199886146313627
22291811,Charming flat with Williamsburg view,162923870,Etienne,Brooklyn,Williamsburg,40.71967,-73.9643,Entire home/apt,2.173186268412274,9,13,2019-07-01,0.86,1,29,1.310454386083224
22292535,Söderläge - Spacious Queen bedroom in Williamsburg,13262918,Glenn,Brooklyn,Williamsburg,40.71153,-73.95743,Private room,1.9294189257142926,1,13,2019-04-27,0.73,3,11,-0.9116649288558266
22292617,"Renovated apt, Harlem brownstone, private entrance",4520714,Masha,Manhattan,Harlem,40.81529,-73.94367,Entire home/apt,2.113943352306837,1,77,2019-06-22,4.16,1,21,0.6507627144606934
22292865,"BEDSTUY BK - PAD
SHORT/ LONG TERM STAYS
NO EVENTS",132130978,Mrs.,Brooklyn,Bedford-Stuyvesant,40.68644,-73.93967,Entire home/apt,2.1760912590556813,1,50,2019-06-30,2.96,1,335,1.3451750003791467
22293021,Huge and Beautiful Room in a Very Nice Apartment.,137136024,Hector,Queens,Maspeth,40.72575,-73.89456,Private room,1.8750612633917,1,4,2018-02-15,0.22,1,0,-1.2588710718150533
22293394,Hippie 1 Bedroom in Chinatown,48086015,Amira,Manhattan,Chinatown,40.71532,-73.99903,Entire home/apt,2.1760912590556813,7,2,2017-12-19,0.11,1,0,1.3451750003791467
22294028,Spaced and beautiful - manhattan - close to subway,12531773,Renata,Manhattan,Harlem,40.82258,-73.95368,Private room,1.9030899869919435,4,68,2019-07-06,3.65,2,102,-1.08526800033544
22294260,Great 2bedroom in harlem,122919892,John,Manhattan,Harlem,40.82392,-73.94537,Entire home/apt,2.110589710299249,5,0,,,1,0,0.6160421001647708
