location,size,total_sqft,bath,price,bhk,price_per_sqft,zscore
TC Palaya,4 Bedroom,600.0,4.0,65.0,4,10833,1.2380614140495694
Yeshwanthpur,3 BHK,1678.0,3.0,92.13,3,5490,-0.287755146610485
Brookefield,3 BHK,1410.0,2.0,80.0,3,5673,-0.235495286868619
Jakkur,2 BHK,1125.0,2.0,65.0,2,5777,-0.20579569444701212
Magadi Road,3 BHK,1191.0,2.0,55.38,3,4649,-0.5279220430198254
Thubarahalli,2 BHK,1200.0,2.0,79.0,2,6583,0.024376146820441348
CV Raman Nagar,3 BHK,1525.0,2.0,67.0,3,4393,-0.601028732057627
other,3 BHK,1464.0,3.0,56.0,3,3825,-0.7632341983602493
Seegehalli,2 BHK,920.0,2.0,27.0,2,2934,-1.0176797449722854
Yelahanka,1 BHK,651.0,1.0,17.5,1,2688,-1.0879307039695478
Chikkabanavar,2 BHK,600.0,1.0,25.0,2,4166,-0.6658538039778651
Chandapura,1 BHK,645.0,1.0,16.45,1,2550,-1.1273397785289878
Thanisandra,2 BHK,1185.0,2.0,44.0,2,3713,-0.7952183748142875
Electronics City Phase 1,2 BHK,1190.0,2.0,68.0,2,5714,-0.22378679370240862
Whitefield,4 BHK,2856.0,5.0,158.5,4,5549,-0.27090633937130415
Whitefield,2 BHK,1355.0,2.0,73.0,2,5387,-0.31716916602803796
KR Puram,2 Bedroom,1200.0,1.0,65.0,2,5416,-0.30888754891047454
Kundalahalli,4 Bedroom,7000.0,4.0,550.0,4,7857,0.38819615398512586
Ramamurthy Nagar,6 Bedroom,1200.0,4.0,110.0,6,9166,0.7620112162916973
Yelahanka New Town,1 BHK,500.0,2.0,24.0,1,4800,-0.4848005194076846
Bommasandra Industrial Area,3 BHK,1250.0,3.0,50.0,3,4000,-0.7132589226508146
Uttarahalli,3 BHK,1480.0,2.0,58.0,3,3918,-0.7366759089832354
Ambalipura,4 BHK,3300.0,4.0,329.0,4,9969,0.991326338546989
other,2 BHK,1206.0,2.0,53.0,2,4394,-0.6007431590535731
Rajaji Nagar,2 BHK,1357.0,2.0,130.0,2,9579,0.8799528669659632
Hosakerehalli,2 BHK,925.0,2.0,46.5,2,5027,-0.4199754474874465
8th Phase JP Nagar,2 BHK,909.0,2.0,40.9,2,4499,-0.5707579936279122
Seegehalli,3 Bedroom,3000.0,5.0,335.0,3,11166,1.3331572243995222
Brookefield,2 BHK,1100.0,2.0,55.0,2,5000,-0.42768591859690214
Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2,4909,-0.45367306196580814
Subramanyapura,2 BHK,975.0,2.0,65.0,2,6666,0.04807870615691608
Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,44.17,2,3382,-0.8897430391561325
other,4 Bedroom,1200.0,4.0,95.0,4,7916,0.4050449612243067
Kalena Agrahara,1 BHK,610.0,1.0,39.0,1,6393,-0.029882723949802025
Yelahanka,3 BHK,1484.0,2.0,56.4,3,3800,-0.7703735234615972
Ramamurthy Nagar,2 BHK,1125.0,2.0,47.0,2,4177,-0.662712500933272
Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250,-0.356292667583424
Whitefield,4 BHK,2882.0,5.0,158.0,4,5482,-0.2900397306429163
Vidyaranyapura,4 Bedroom,750.0,4.0,88.0,4,11733,1.4950771176980906
Kundalahalli,3 BHK,2075.0,3.0,115.0,3,5542,-0.27290535039968156
other,2 BHK,1250.0,2.0,58.0,2,4640,-0.5304922000563106
Horamavu Banaswadi,2 BHK,1272.0,2.0,51.5,2,4048,-0.6995514184562268
Banashankari Stage II,4 Bedroom,1050.0,3.0,125.0,4,11904,1.5439101013913097
other,2 BHK,625.0,2.0,24.0,2,3840,-0.7589506032994406
1st Phase JP Nagar,1 BHK,840.0,2.0,50.0,1,5952,-0.15582041873757743
Hennur Road,4 BHK,2502.0,4.0,180.0,4,7194,0.19886125229738189
Rayasandra,1 BHK,583.0,1.0,26.9,1,4614,-0.5379170981617123
other,2 BHK,900.0,2.0,27.0,2,3000,-0.9988319267047271
Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2,4484,-0.575041588688721
other,2 BHK,1464.0,2.0,56.0,2,3825,-0.7632341983602493
Kanakapura,3 Bedroom,2200.0,3.0,121.0,3,5500,-0.2848994165699459
Whitefield,1 BHK,750.0,1.0,51.0,1,6800,0.08634548870014036
Marathahalli,3 BHK,1600.0,3.0,58.0,3,3625,-0.8203487991710318
Chikkalasandra,3 BHK,1365.0,2.0,49.0,3,3589,-0.8306294273169726
other,3 BHK,1300.0,3.0,64.0,3,4923,-0.4496750399090534
other,1 Bedroom,1200.0,1.0,69.0,1,5750,-0.21350616555646776
Hormavu,2 BHK,1260.0,2.0,35.0,2,2777,-1.0625147066087497
Electronics City Phase 1,2 BHK,1190.0,2.0,33.92,2,2850,-1.041667877312814
Hosakerehalli,3 BHK,2480.0,4.0,260.0,3,10483,1.1381108626307002
Vishwapriya Layout,3 BHK,1250.0,3.0,38.0,3,3040,-0.9874090065425706
Kaggadasapura,3 BHK,1500.0,3.0,75.0,3,5000,-0.42768591859690214
Banashankari Stage V,3 BHK,1510.0,3.0,47.57,3,3150,-0.9559959760966402
7th Phase JP Nagar,2 BHK,1187.0,2.0,59.0,2,4970,-0.4362531087185195
Kundalahalli,2 BHK,1120.0,2.0,53.76,2,4800,-0.4848005194076846
Whitefield,2 BHK,1115.0,2.0,34.555,2,3099,-0.9705601993033898
other,3 BHK,1717.0,3.0,99.0,3,5765,-0.20922257049565907
other,3 BHK,2099.0,3.0,95.0,3,4525,-0.5633330955225105
Kasturi Nagar,2 BHK,1100.0,2.0,58.0,2,5272,-0.3500100614942379
other,1 Bedroom,1200.0,1.0,48.0,1,4000,-0.7132589226508146
Bannerghatta Road,3 BHK,1465.0,2.0,45.87,3,3131,-0.9614218631736645
Kothanur,1 Bedroom,1500.0,1.0,75.0,1,5000,-0.42768591859690214
Haralur Road,3 BHK,1255.0,2.0,90.0,3,7171,0.19229307320414188
5th Phase JP Nagar,2 BHK,1220.0,2.0,88.0,2,7213,0.2042871393744062
Electronic City Phase II,2 BHK,1065.0,2.0,30.88,2,2899,-1.0276748001141722
Sultan Palaya,3 BHK,1765.0,3.0,80.0,3,4532,-0.5613340844941331
Bellandur,2 BHK,1281.0,2.0,87.0,2,6791,0.08377533166365514
Kaggadasapura,2 BHK,1215.0,2.0,43.0,2,3539,-0.8449080775196682
Ananth Nagar,4 Bedroom,1200.0,3.0,87.0,4,7250,0.21485334052440097
Mysore Road,2 BHK,1237.0,2.0,73.0,2,5901,-0.17038464194432698
Lakshminarayana Pura,2 BHK,1300.0,2.0,70.0,2,5384,-0.31802588504019974
Whitefield,2 BHK,1105.0,2.0,39.99,2,3619,-0.8220622371953553
Chandapura,3 BHK,1505.0,2.0,42.0,3,2790,-1.0588022575560487
Hebbal Kempapura,4 BHK,3900.0,5.0,310.0,4,7948,0.4141832973540319
Banashankari,2 BHK,1186.0,2.0,65.0,2,5480,-0.29061087665102414
other,4 Bedroom,900.0,3.0,51.0,4,5666,-0.23749429789699641
Kengeri,2 BHK,750.0,2.0,35.5,2,4733,-0.5039339106792967
Varthur,2 BHK,1083.0,2.0,28.0,2,2585,-1.1173447233871008
other,3 BHK,1430.0,2.0,78.65,3,5500,-0.2848994165699459
Thanisandra,2 BHK,1056.0,2.0,68.0,2,6439,-0.01674636576332205
other,3 BHK,2108.0,3.0,85.0,3,4032,-0.7041205865210894
Banashankari,3 BHK,1650.0,3.0,101.0,3,6121,-0.10755858105246623
Electronic City Phase II,3 BHK,1220.0,3.0,36.6,3,3000,-0.9988319267047271
Rayasandra,2 BHK,1198.0,2.0,54.0,2,4507,-0.568473409595481
other,2 BHK,1190.0,2.0,70.0,2,5882,-0.1758105290213513
other,2 BHK,900.0,2.0,41.0,2,4555,-0.5547659054008932
other,4 BHK,2690.0,4.0,185.0,4,6877,0.10833461001229162
Kanakapura,2 BHK,1340.0,2.0,65.0,2,4850,-0.470521869204989
Yelahanka,2 BHK,1260.0,2.0,59.2,2,4698,-0.5139289658211837
Talaghattapura,3 BHK,2254.0,3.0,153.0,3,6787,0.0826330396474395
Old Madras Road,3 BHK,2990.0,5.0,210.0,3,7023,0.15002826860416285
JP Nagar,2 BHK,820.0,2.0,45.0,2,5487,-0.28861186562264673
Electronic City,2 BHK,1296.0,2.0,65.0,2,5015,-0.4234023235360934
Uttarahalli,2 BHK,1190.0,2.0,53.55,2,4500,-0.5704724206238584
Whitefield,2 BHK,1173.0,2.0,77.0,2,6564,0.01895025974341701
Sarjapura - Attibele Road,3 Bedroom,1800.0,3.0,90.0,3,5000,-0.42768591859690214
Yelahanka,2 BHK,1102.0,2.0,52.0,2,4718,-0.5082175057401055
Sarjapur,2 BHK,913.0,2.0,36.0,2,3943,-0.7295365838818876
Hormavu,3 BHK,1176.0,2.0,35.27,3,2999,-0.999117499708781
Prithvi Layout,3 BHK,1620.0,3.0,65.0,3,4012,-0.7098320466021677
Billekahalli,3 BHK,2968.0,3.0,225.0,3,7580,0.3090924318621921
Yelahanka,2 BHK,1519.0,2.0,65.0,2,4279,-0.6335840545197731
Hosur Road,2 BHK,1345.0,2.0,106.0,2,7881,0.39504990608241974
other,3 BHK,1594.0,3.0,99.0,3,6210,-0.082142583691668
other,2 BHK,1250.0,2.0,68.0,2,5440,-0.3020337968131806
Haralur Road,2 BHK,1056.0,2.0,60.0,2,5681,-0.23321070283618772
Whitefield,3 Bedroom,1200.0,3.0,68.4,3,5700,-0.22778481575916337
other,2 Bedroom,1290.0,1.0,77.5,2,6007,-0.14011390351461225
other,2 BHK,1150.0,2.0,48.0,2,4173,-0.6638547929494878
other,2 BHK,1464.0,2.0,145.0,2,9904,0.9727640932834847
Anekal,4 Bedroom,1200.0,2.0,36.0,4,3000,-0.9988319267047271
Gollarapalya Hosahalli,2 BHK,861.0,2.0,36.5,2,4239,-0.6450069746819296
Kundalahalli,2 BHK,1047.0,2.0,82.62,2,7891,0.3979056361229589
other,2 Bedroom,1200.0,2.0,75.0,2,6250,-0.0707196635295115
other,2 BHK,1065.0,2.0,45.0,2,4225,-0.6490049967386843
Ramamurthy Nagar,2 BHK,1000.0,2.0,62.0,2,6200,-0.08499831373220713
Lingadheeranahalli,3 BHK,1682.0,3.0,113.0,3,6718,0.06292850236771953
Harlur,3 BHK,1756.0,3.0,131.0,3,7460,0.2748236713757226
other,4 BHK,1050.0,4.0,90.0,4,8571,0.5920952788796193
Vittasandra,2 BHK,1238.0,2.0,67.32,2,5437,-0.3028905158253424
Dasanapura,2 BHK,814.0,2.0,42.0,2,5159,-0.38227981095233005
Dodda Nekkundi,2 BHK,1145.0,2.0,46.5,2,4061,-0.695838969403526
Varthur,2 BHK,965.0,2.0,34.0,2,3523,-0.8494772455845309
other,2 BHK,750.0,2.0,36.0,2,4800,-0.4848005194076846
Banashankari,3 BHK,1300.0,2.0,55.0,3,4230,-0.6475771317184147
1st Phase JP Nagar,3 BHK,1590.0,3.0,131.0,3,8238,0.49699946852966653
Begur Road,1 BHK,644.0,1.0,40.0,1,6211,-0.0818570106876141
Whitefield,2 BHK,982.0,2.0,37.0,2,3767,-0.7797974325953763
Indira Nagar,2 BHK,1260.0,2.0,100.0,2,7936,0.4107564213053849
Rayasandra,3 BHK,1555.0,3.0,75.17,3,4834,-0.4750910372698516
Kaggadasapura,2 BHK,1225.0,2.0,48.0,2,3918,-0.7366759089832354
Electronics City Phase 1,2 BHK,1085.0,2.0,46.0,2,4239,-0.6450069746819296
Rajaji Nagar,3 BHK,1640.0,3.0,220.0,3,13414,1.9751253375127176
Thanisandra,3 BHK,1595.0,3.0,110.0,3,6896,0.11376049708931596
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.44,2,3381,-0.8900286121601865
Yelahanka,3 BHK,1859.0,3.0,108.0,3,5809,-0.19665735831728692
9th Phase JP Nagar,2 BHK,1079.0,2.0,60.0,2,5560,-0.2677650363267111
Shivaji Nagar,2 BHK,550.0,1.0,27.0,2,4909,-0.45367306196580814
Whitefield,2 BHK,1118.0,2.0,42.0,2,3756,-0.7829387356399693
CV Raman Nagar,2 BHK,1198.0,2.0,60.0,2,5008,-0.4254013345644708
Thigalarapalya,3 BHK,1830.0,4.0,135.0,3,7377,0.25112111203924786
Banashankari Stage VI,2 BHK,1160.0,2.0,59.0,2,5086,-0.40312664024826567
other,3 BHK,1485.0,2.0,156.0,3,10505,1.1443934687198862
other,3 BHK,2070.0,3.0,135.0,3,6521,0.006670620569098773
Kannamangala,2 BHK,957.0,2.0,52.5,2,5485,-0.28918301163075455
Basaveshwara Nagar,5 Bedroom,2400.0,4.0,310.0,5,12916,1.8329099814938692
Bannerghatta Road,2 BHK,1268.0,2.0,69.0,2,5441,-0.3017482238091267
Bannerghatta Road,3 BHK,1450.0,2.0,87.0,3,6000,-0.14211291454298963
other,3 BHK,1600.0,2.0,75.0,3,4687,-0.5170702688657768
Uttarahalli,3 BHK,1330.0,2.0,57.0,3,4285,-0.6318706164954495
Jakkur,3 BHK,1355.0,2.0,65.0,3,4797,-0.48565723841984637
Horamavu Banaswadi,2 BHK,1272.0,2.0,51.5,2,4048,-0.6995514184562268
other,2 BHK,1100.0,2.0,38.49,2,3499,-0.8563309976818247
Sarjapur  Road,3 BHK,1220.0,3.0,58.0,3,4754,-0.4979368775941646
Chikkalasandra,2 BHK,1075.0,2.0,46.76,2,4349,-0.6135939442359991
other,2 BHK,800.0,2.0,55.0,2,6875,0.1077634640041838
Vasanthapura,2 BHK,995.0,2.0,34.82,2,3499,-0.8563309976818247
other,2 BHK,900.0,1.0,44.0,2,4888,-0.4596700950509403
Haralur Road,2 BHK,1140.0,2.0,42.0,2,3684,-0.803499991931851
other,3 BHK,1480.0,2.0,125.0,3,8445,0.5561130803688265
Padmanabhanagar,3 BHK,1710.0,2.0,90.63,3,5300,-0.3420140173807284
Talaghattapura,3 BHK,2106.0,3.0,148.0,3,7027,0.15117056062037848
Yeshwanthpur,9 Bedroom,2400.0,6.0,270.0,9,11250,1.3571453567400509
other,3 Bedroom,3800.0,2.0,130.0,3,3421,-0.87860569199803
Marathahalli,2 BHK,1602.0,2.0,104.0,2,6491,-0.0018965695525186015
Sarjapur  Road,3 BHK,1660.0,2.0,116.0,3,6987,0.139747640458222
Electronic City Phase II,3 BHK,1549.0,3.0,80.0,3,5164,-0.38085194593206045
Marathahalli,1 BHK,700.0,1.0,38.0,1,5428,-0.3054606728618276
Balagere,2 BHK,1012.0,2.0,64.0,2,6324,-0.049587261229521985
Marathahalli,3 BHK,1469.0,3.0,89.0,3,6058,-0.1255496803078627
Whitefield,2 BHK,1216.0,2.0,69.0,2,5674,-0.2352097138645651
Electronic City Phase II,2 BHK,1065.0,2.0,56.13,2,5270,-0.3505812075023457
Thanisandra,3 BHK,1411.0,3.0,93.15,3,6601,0.029516460893411773
Pai Layout,2 BHK,1400.0,2.0,57.5,2,4107,-0.682702611217046
Haralur Road,2 BHK,1245.0,2.0,62.0,2,4979,-0.4336829516820343
Choodasandra,2 BHK,1115.0,2.0,50.0,2,4484,-0.575041588688721
Vidyaranyapura,2 BHK,1000.0,2.0,35.0,2,3500,-0.8560454246777709
Panathur,3 BHK,1580.0,3.0,71.89,3,4550,-0.5561937704211627
Subramanyapura,3 BHK,1800.0,3.0,90.0,3,5000,-0.42768591859690214
other,2 BHK,1500.0,2.0,130.0,2,8666,0.619224714264741
Chandapura,1 BHK,645.0,1.0,16.45,1,2550,-1.1273397785289878
Kothannur,3 BHK,1275.0,3.0,44.0,3,3450,-0.8703240748804665
Kasavanhalli,3 BHK,1494.0,3.0,82.0,3,5488,-0.2883262926185928
Bhoganhalli,3 BHK,1949.0,3.0,129.0,3,6618,0.034371201962328284
BTM Layout,2 BHK,1020.0,2.0,46.5,2,4558,-0.5539091863887314
Mysore Road,2 BHK,883.0,2.0,45.0,2,5096,-0.40027091020772654
Old Airport Road,4 BHK,3200.0,4.0,280.0,4,8750,0.6432128466052697
Uttarahalli,6 Bedroom,1680.0,6.0,125.0,6,7440,0.26911221129464435
Mysore Road,12 Bedroom,2232.0,6.0,300.0,12,13440,1.9825502356181193
other,3 BHK,2010.0,3.0,125.0,3,6218,-0.0798579996592367
Yeshwanthpur,2 BHK,1240.0,2.0,80.0,2,6451,-0.0133194897146751
6th Phase JP Nagar,2 BHK,1213.0,2.0,63.0,2,5193,-0.37257032881449703
Hegde Nagar,3 BHK,1835.0,3.0,88.0,3,4795,-0.4862283844279542
Hoskote,9 Bedroom,1800.0,10.0,185.0,9,10277,1.079282823795594
Bannerghatta Road,4 BHK,2932.0,5.0,195.0,4,6650,0.04350953809205348
Whitefield,4 Bedroom,3425.0,5.0,250.0,4,7299,0.22884641772304268
Gottigere,2 BHK,945.0,2.0,45.0,2,4761,-0.4959378665657872
other,3 BHK,1504.0,2.0,100.0,3,6648,0.04293839208394566
Lakshminarayana Pura,3 BHK,1569.0,3.0,150.0,3,9560,0.8745269798889388
Harlur,3 BHK,1755.0,3.0,130.0,3,7407,0.25968830216086525
Vijayanagar,3 BHK,1760.0,3.0,140.0,3,7954,0.41589673537835536
Hoodi,2 BHK,1240.0,2.0,43.94,2,3543,-0.8437657855034526
Electronics City Phase 1,3 BHK,1450.0,3.0,72.54,3,5002,-0.4271147725887943
5th Phase JP Nagar,2 BHK,1000.0,2.0,48.0,2,4800,-0.4848005194076846
Shivaji Nagar,1 Bedroom,3820.0,1.0,306.0,1,8010,0.43188882360537445
other,5 BHK,2000.0,4.0,145.0,5,7250,0.21485334052440097
Choodasandra,2 BHK,1215.0,2.0,59.0,2,4855,-0.4690940041847194
Yelachenahalli,3 BHK,1330.0,3.0,73.5,3,5526,-0.27747451846454413
Raja Rajeshwari Nagar,2 BHK,1178.0,2.0,75.0,2,6366,-0.037593195059257664
Hulimavu,4 Bedroom,1500.0,4.0,192.0,4,12800,1.7997835130236153
other,2 BHK,2040.0,2.0,59.0,2,2892,-1.0296738111425496
Bellandur,3 BHK,2000.0,3.0,85.0,3,4250,-0.6418656716373365
other,3 BHK,1602.0,2.0,165.0,3,10299,1.08556542988478
other,4 Bedroom,1200.0,4.0,130.0,4,10833,1.2380614140495694
Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2,3852,-0.7555237272507936
other,3 BHK,1800.0,3.0,220.0,3,12222,1.6347223166804539
Dasarahalli,3 Bedroom,2400.0,2.0,152.0,3,6333,-0.04701710419303678
Sarjapur  Road,3 BHK,1700.0,3.0,108.0,3,6352,-0.041591217116012436
Jigani,3 BHK,1200.0,3.0,65.0,3,5416,-0.30888754891047454
other,3 Bedroom,1500.0,3.0,72.0,3,4800,-0.4848005194076846
Karuna Nagar,3 Bedroom,1240.0,3.0,165.0,3,13306,1.944283453074895
Whitefield,3 Bedroom,3000.0,3.0,400.0,3,13333,1.9519939241843507
Kanakpura Road,3 BHK,1737.0,3.0,85.0,3,4893,-0.45824223003067077
TC Palaya,2 Bedroom,900.0,2.0,55.0,2,6111,-0.11041431109300534
other,3 BHK,1280.0,2.0,48.0,3,3750,-0.7846521736642927
CV Raman Nagar,2 BHK,1560.0,2.0,85.0,2,5448,-0.29974921278074934
Kambipura,2 BHK,883.0,2.0,44.0,2,4983,-0.4325406596658186
Kengeri Satellite Town,2 BHK,750.0,2.0,33.0,2,4400,-0.5990297210292496
Brookefield,4 BHK,2400.0,3.0,140.0,4,5833,-0.189803606219993
other,2 BHK,900.0,2.0,45.0,2,5000,-0.42768591859690214
Hormavu,2 BHK,1030.0,2.0,49.35,2,4791,-0.4873706764441698
7th Phase JP Nagar,3 BHK,1850.0,3.0,155.0,3,8378,0.5369796890972143
Hennur Road,3 BHK,1831.0,3.0,110.0,3,6007,-0.14011390351461225
other,2 BHK,1095.0,2.0,38.33,2,3500,-0.8560454246777709
Electronic City Phase II,3 BHK,1320.0,2.0,38.13,3,2888,-1.0308161031587653
Sarjapur  Road,3 BHK,1272.5,2.0,40.72,3,3200,-0.9417173258939446
7th Phase JP Nagar,2 BHK,1000.0,2.0,61.0,2,6100,-0.11355561413759839
Budigere,3 BHK,1820.0,3.0,85.4,3,4692,-0.5156424038455072
Bisuvanahalli,3 BHK,1075.0,2.0,41.0,3,3813,-0.7666610744088962
TC Palaya,3 Bedroom,1500.0,3.0,83.0,3,5533,-0.2754755074361668
Electronics City Phase 1,1 RK,360.0,1.0,16.9,1,4694,-0.5150712578373994
Kadugodi,1 BHK,925.0,1.0,40.7,1,4400,-0.5990297210292496
Electronic City,2 BHK,1140.0,2.0,70.93,2,6221,-0.07900128064707497
other,2 BHK,1145.0,2.0,58.4,2,5100,-0.39912861819151085
other,3 BHK,1862.0,3.0,120.0,3,6444,-0.015318500743052488
Devarachikkanahalli,2 BHK,947.0,2.0,43.0,2,4540,-0.5590495004617019
Kalena Agrahara,2 BHK,1120.0,2.0,40.0,2,3571,-0.8357697413899431
other,3 BHK,2700.0,3.0,200.0,3,7407,0.25968830216086525
Kaggadasapura,3 BHK,1805.0,2.0,75.0,3,4155,-0.6689951070224581
Basavangudi,2 BHK,1100.0,2.0,93.0,2,8454,0.5586832374053116
Bommenahalli,4 Bedroom,1355.0,3.0,135.0,4,9963,0.9896129005226656
other,3 BHK,1677.0,3.0,98.0,3,5843,-0.18694787617945388
other,8 Bedroom,2500.0,8.0,95.0,8,3800,-0.7703735234615972
Uttarahalli,3 BHK,1560.0,3.0,74.0,3,4743,-0.5010781806387576
Arekere,3 BHK,2060.0,3.0,150.0,3,7281,0.22370610365007226
Koramangala,3 BHK,1716.0,2.0,115.0,3,6701,0.05807376129880302
Harlur,3 BHK,1864.0,3.0,140.0,3,7510,0.2891023215784182
Electronics City Phase 1,1 BHK,638.0,1.0,32.0,1,5015,-0.4234023235360934
other,9 Bedroom,1200.0,7.0,95.0,9,7916,0.4050449612243067
Chandapura,2 BHK,937.0,2.0,30.0,2,3201,-0.9414317528898907
other,3 BHK,1490.0,2.0,115.0,3,7718,0.348501506421632
Frazer Town,4 BHK,4856.0,5.0,410.0,4,8443,0.5555419343607185
Whitefield,4 Bedroom,4003.0,6.0,525.0,4,13115,1.8897390093005977
Whitefield,2 BHK,1100.0,2.0,37.0,2,3363,-0.8951689262331569
Thigalarapalya,2 BHK,1000.0,2.0,48.53,2,4853,-0.4696651501928273
Horamavu Agara,2 BHK,1060.0,2.0,37.0,2,3490,-0.85890115471831
Kundalahalli,2 BHK,1047.0,2.0,91.0,2,8691,0.6263640393660889
Basaveshwara Nagar,2 BHK,1200.0,2.0,80.0,2,6666,0.04807870615691608
Akshaya Nagar,3 BHK,1420.0,2.0,75.0,3,5281,-0.3474399044577527
Sarjapur  Road,3 BHK,1539.0,3.0,85.0,3,5523,-0.2783312374767059
other,3 BHK,1550.0,3.0,59.0,3,3806,-0.7686600854372736
Kasavanhalli,3 BHK,1555.0,3.0,82.0,3,5273,-0.349724488490184
Seegehalli,3 BHK,1553.0,3.0,68.0,3,4378,-0.6053123271184357
Electronic City Phase II,2 BHK,920.0,2.0,26.0,2,2826,-1.0485216294101078
other,3 BHK,1740.0,3.0,120.0,3,6896,0.11376049708931596
OMBR Layout,3 BHK,1855.0,3.0,145.0,3,7816,0.37648766081891544
Kundalahalli,3 BHK,1724.0,3.0,146.0,3,8468,0.5626812594620664
other,2 BHK,1020.0,2.0,60.0,2,5882,-0.1758105290213513
Uttarahalli,3 BHK,1250.0,2.0,50.0,3,4000,-0.7132589226508146
Sanjay nagar,3 BHK,1450.0,3.0,75.0,3,5172,-0.3785673618996292
Thubarahalli,2 BHK,1200.0,2.0,80.0,2,6666,0.04807870615691608
Haralur Road,2 BHK,1140.0,2.0,58.0,2,5087,-0.40284106724421176
Hoskote,5 Bedroom,900.0,5.0,110.0,5,12222,1.6347223166804539
other,1 BHK,550.0,1.0,16.0,1,2909,-1.024819070073633
Bannerghatta Road,3 BHK,1450.0,3.0,44.0,3,3034,-0.989122444566894
Kanakpura Road,2 BHK,700.0,2.0,35.07,2,5010,-0.424830188556363
Whitefield,3 Bedroom,1200.0,3.0,56.0,3,4666,-0.5230673019509089
Yelahanka,2 BHK,1050.0,2.0,45.0,2,4285,-0.6318706164954495
Somasundara Palya,3 BHK,1600.0,3.0,69.0,3,4312,-0.624160145385994
Bannerghatta Road,3 BHK,1625.0,2.0,75.0,3,4615,-0.5376315251576584
other,2 BHK,1492.0,2.0,65.0,2,4356,-0.6115949332076218
Whitefield,4 BHK,2856.0,5.0,157.5,4,5514,-0.2809013945131911
Sarjapur  Road,3 BHK,1489.0,2.0,82.0,3,5507,-0.2829004055415685
Kanakapura,3 BHK,1560.0,2.0,62.38,3,3998,-0.7138300686589224
Haralur Road,2 BHK,1140.0,2.0,42.0,2,3684,-0.803499991931851
other,3 BHK,1431.0,3.0,65.0,3,4542,-0.5584783544535941
Lingadheeranahalli,3 BHK,1682.0,3.0,114.0,3,6777,0.07977730960690037
Panathur,2 BHK,1198.0,2.0,86.26,2,7200,0.20057469032170536
other,3 Bedroom,3664.0,3.0,325.0,3,8870,0.6774816070917392
Sarjapur  Road,3 BHK,1550.0,2.0,69.75,3,4500,-0.5704724206238584
Kodichikkanahalli,2 BHK,1026.0,2.0,45.0,2,4385,-0.6033133160900583
Hennur,3 BHK,1260.0,2.0,52.0,3,4126,-0.6772767241400216
other,2 Bedroom,690.0,2.0,42.0,2,6086,-0.11755363619435316
Sarjapur  Road,1 BHK,539.0,1.0,45.0,1,8348,0.528412498975597
Sarakki Nagar,4 Bedroom,1200.0,4.0,85.0,4,7083,0.1671626488473976
Attibele,3 Bedroom,2400.0,3.0,120.0,3,5000,-0.42768591859690214
Thubarahalli,2 BHK,1200.0,2.0,79.55,2,6629,0.03751250500692132
Sarjapur  Road,3 BHK,1186.0,2.0,40.0,3,3372,-0.8925987691966717
Thanisandra,2 BHK,1039.0,2.0,39.5,2,3801,-0.7700879504575432
Gottigere,5 Bedroom,1500.0,4.0,100.0,5,6666,0.04807870615691608
Malleshwaram,3 BHK,2520.0,3.0,150.0,3,5952,-0.15582041873757743
Brookefield,2 BHK,1225.0,2.0,66.5,2,5428,-0.3054606728618276
Bommanahalli,2 BHK,1350.0,2.0,72.0,2,5333,-0.3325901082469493
Whitefield,3 BHK,1550.0,2.0,49.6,3,3200,-0.9417173258939446
Hoodi,3 BHK,1490.0,3.0,79.0,3,5302,-0.3414428713726205
other,3 BHK,1520.0,3.0,111.0,3,7302,0.22970313673520443
Whitefield,4 Bedroom,4100.0,4.0,550.0,4,13414,1.9751253375127176
other,3 BHK,1391.0,2.0,64.5,3,4636,-0.5316344920725262
Rachenahalli,2 BHK,1200.0,2.0,50.0,2,4166,-0.6658538039778651
other,4 Bedroom,1200.0,4.0,86.0,4,7166,0.19086520818387231
Yelahanka,2 BHK,1322.0,2.0,80.0,2,6051,-0.12754869133624008
Whitefield,3 BHK,2173.0,3.0,128.0,3,5890,-0.17352594498892002
Sarjapur  Road,2 BHK,1200.0,2.0,75.0,2,6250,-0.0707196635295115
Thubarahalli,2 BHK,1200.0,2.0,47.0,2,3916,-0.7372470549913432
Mysore Road,2 BHK,1170.0,2.0,65.0,2,5555,-0.2691929013469807
NRI Layout,2 BHK,1125.0,2.0,45.56,2,4049,-0.6992658454521729
Devanahalli,1 BHK,698.5,1.0,28.57,1,4090,-0.6875573522859625
other,2 BHK,1250.0,2.0,90.0,2,7200,0.20057469032170536
Chandapura,2 BHK,1025.0,2.0,27.68,2,2700,-1.084503827920901
Yelahanka,3 BHK,1075.0,2.0,36.0,3,3348,-0.8994525212939656
other,3 BHK,1900.0,2.0,190.0,3,10000,1.0001791016726602
Whitefield,3 BHK,1435.0,3.0,45.0,3,3135,-0.9602795711574489
Electronics City Phase 1,2 BHK,1175.0,2.0,64.98,2,5530,-0.2763322264483285
